"Date","week","FluApos","FluBpos","FluPos","FluTest","RSVtest","RSVpos","tem_CA","pre_CA","hits_CA","GFT Canada"
2013-07-28,"2013 W30",1,0,1,1195,1176,7,12.252875,0.118410714285714,1,635
2013-08-04,"2013 W31",4,0,4,1052,994,3,12.797,0.103125,1,707
2013-08-11,"2013 W32",5,1,6,1087,1136,8,13.258630952381,0.080922619047619,1,698
2013-08-18,"2013 W33",1,1,2,1036,1049,5,13.054125,0.083172619047619,1,627
2013-08-25,"2013 W34",6,1,7,1146,1138,6,10.786505952381,0.118803571428571,1,660
2013-09-01,"2013 W35",2,1,3,1044,1084,9,9.64585119047619,0.0975238095238095,1,780
2013-09-08,"2013 W36",2,2,4,1249,1279,18,8.79427380952381,0.0956011904761905,1,1016
2013-09-15,"2013 W37",3,0,3,1495,1507,6,7.17695238095238,0.0849583333333333,1,1328
2013-09-22,"2013 W38",3,0,3,1714,1723,13,4.30560119047619,0.11302380952381,2,1598
2013-09-29,"2013 W39",4,2,6,1847,1834,8,5.06730357142857,0.0979583333333333,2,1546
2013-10-06,"2013 W40",5,2,7,1934,1914,18,1.95947023809524,0.0805416666666667,2,1585
2013-10-13,"2013 W41",3,0,3,1803,1780,16,0.619178571428571,0.0847321428571429,3,1632
2013-10-20,"2013 W42",13,8,21,2049,2011,22,-0.00366666666666664,0.0646964285714286,5,1849
2013-10-27,"2013 W43",25,4,29,2534,2467,34,-3.4133869047619,0.0647321428571428,5,1968
2013-11-03,"2013 W44",36,6,42,2619,2449,30,-6.71641666666667,0.0635178571428571,5,2031
2013-11-10,"2013 W45",53,11,64,2562,2402,58,-10.6363035714286,0.059625,4,2130
2013-11-17,"2013 W46",54,11,65,2889,2559,67,-11.853119047619,0.0612976190476191,3,2137
2013-11-24,"2013 W47",101,12,113,3090,2683,108,-17.553880952381,0.080047619047619,3,2154
2013-12-01,"2013 W48",197,14,211,3369,2934,174,-17.133875,0.0623392857142857,3,2354
2013-12-08,"2013 W49",364,26,390,3816,3390,258,-19.8049285714286,0.0490595238095238,3,2897
2013-12-15,"2013 W50",679,33,712,4345,3624,306,-23.8837321428571,0.0598511904761905,3,3745
2013-12-22,"2013 W51",1163,38,1201,5083,4272,363,-24.8828214285714,0.0485714285714286,4,4946
2013-12-29,"2013 W52",2061,117,2178,8307,6504,649,-23.9085,0.0583214285714286,8,5706
2014-01-05,"2014 W01",2853,186,3039,11660,8512,685,-27.7745416666667,0.0486190476190476,100,5766
2014-01-12,"2014 W02",2966,143,3109,11441,8643,590,-21.5122797619048,0.0844345238095238,48,5838
2014-01-19,"2014 W03",2401,168,2569,10933,7721,665,-18.2263928571429,0.064672619047619,28,4830
2014-01-26,"2014 W04",1957,208,2165,10019,7037,714,-21.6835297619048,0.0398035714285714,23,4049
2014-02-02,"2014 W05",1534,230,1764,9091,6762,754,-21.0334880952381,0.0285535714285714,19,3729
2014-02-09,"2014 W06",1067,244,1311,7786,5769,692,-22.5180535714286,0.0156785714285714,17,3438
2014-02-16,"2014 W07",704,291,995,7104,5259,692,-24.0172083333333,0.0509642857142857,16,2999
2014-02-23,"2014 W08",527,315,842,6518,4863,644,-20.022244047619,0.052047619047619,15,2861
2014-03-02,"2014 W09",376,367,743,6024,4722,639,-24.9628452380952,0.0163571428571429,16,2637
2014-03-09,"2014 W10",265,492,757,5650,4416,592,-20.6674880952381,0.0420714285714286,14,2461
2014-03-16,"2014 W11",159,467,626,5144,4166,571,-16.4599107142857,0.0476130952380952,14,2328
2014-03-23,"2014 W12",144,552,696,5000,4031,441,-15.3922380952381,0.0393988095238095,13,2241
2014-03-30,"2014 W13",115,523,638,5462,4064,413,-16.1243392857143,0.0372380952380952,12,2144
2014-04-06,"2014 W14",92,646,738,4830,4042,383,-12.181244047619,0.0517916666666667,12,2120
2014-04-13,"2014 W15",58,560,618,3974,3474,278,-9.87417857142857,0.0636547619047619,11,1957
2014-04-20,"2014 W16",73,507,580,4328,3654,254,-7.27092261904762,0.0579821428571429,12,1959
2014-04-27,"2014 W17",33,407,440,3899,3238,222,-4.08269642857143,0.0662261904761905,10,1699
2014-05-04,"2014 W18",32,364,396,3658,3196,165,-1.49910714285714,0.0632440476190476,9,1571
2014-05-11,"2014 W19",53,257,310,3300,2981,131,0.249029761904762,0.0645119047619048,9,1481
2014-05-18,"2014 W20",38,165,203,2615,2363,104,2.76552380952381,0.0791607142857143,7,1448
2014-05-25,"2014 W21",36,105,141,2507,2464,73,5.26864880952381,0.100565476190476,7,1218
2014-06-01,"2014 W22",16,44,60,2038,2028,46,7.55041071428571,0.0957559523809524,7,1101
2014-06-08,"2014 W23",18,36,54,2003,1938,41,7.19922619047619,0.11175,6,1013
2014-06-15,"2014 W24",9,27,36,1842,1815,36,9.13153571428571,0.119154761904762,6,953
2014-06-22,"2014 W25",15,15,30,1767,1741,17,11.0368273809524,0.106916666666667,6,916
2014-06-29,"2014 W26",10,11,21,1569,1530,17,13.2976845238095,0.104732142857143,6,901
2014-07-06,"2014 W27",10,4,14,1861,1533,17,13.5242976190476,0.125119047619048,5,772
2014-07-13,"2014 W28",12,6,18,1504,1474,11,12.9341666666667,0.110089285714286,6,822
2014-07-20,"2014 W29",6,1,7,1239,1209,13,13.9835416666667,0.105636904761905,6,743
2014-07-27,"2014 W30",5,3,8,1457,1467,5,13.7877380952381,0.110583333333333,6,754
2014-08-03,"2014 W31",2,2,4,1213,1097,3,13.9517976190476,0.0927678571428571,6,757
2014-08-10,"2014 W32",8,0,8,1273,1267,5,13.1525595238095,0.0933988095238095,6,830
2014-08-17,"2014 W33",8,3,11,1261,1280,8,12.9342738095238,0.113583333333333,5,791
2014-08-24,"2014 W34",2,3,5,1311,1327,5,11.2307261904762,0.0942857142857143,6,858
2014-08-31,"2014 W35",3,1,4,1323,1334,3,10.073380952381,0.104089285714286,7,915
2014-09-07,"2014 W36",13,2,15,2020,1919,9,7.89845833333333,0.117065476190476,9,1208
2014-09-14,"2014 W37",14,5,19,2458,2451,9,4.26705952380952,0.0794702380952381,13,1648
2014-09-21,"2014 W38",23,3,26,2961,2724,20,4.47067857142857,0.0880178571428571,12,1750
2014-09-28,"2014 W39",29,2,31,2868,2791,12,4.72050595238095,0.0960178571428571,17,1809
2014-10-05,"2014 W40",31,8,39,2963,2902,42,0.536541666666667,0.111166666666667,22,2004
2014-10-12,"2014 W41",40,12,52,2648,2475,29,0.206625,0.0895297619047619,30,2243
2014-10-19,"2014 W42",45,6,51,3354,3219,67,-0.994666666666667,0.116815476190476,43,2269
2014-10-26,"2014 W43",50,10,60,2994,2870,85,-3.35769047619048,0.089327380952381,35,2271
2014-11-02,"2014 W44",90,9,99,3117,2908,109,-6.04925,0.084952380952381,34,2554
2014-11-09,"2014 W45",137,7,144,3176,2810,178,-9.68407738095238,0.0964166666666667,26,2505
2014-11-16,"2014 W46",297,9,306,3587,3167,193,-14.620494047619,0.0304761904761905,25,2548
2014-11-23,"2014 W47",623,24,647,4465,3910,311,-15.0874047619048,0.0556607142857143,20,2578
2014-11-30,"2014 W48",987,35,1022,5319,4295,369,-20.1278630952381,0.0766964285714286,24,2892
2014-12-07,"2014 W49",1700,39,1739,6435,4854,468,-20.8320416666667,0.0417857142857143,23,3725
2014-12-14,"2014 W50",2842,56,2898,9963,7104,668,-15.2726369047619,0.0782857142857143,25,4856
2014-12-21,"2014 W51",3101,52,3153,9129,5731,547,-16.738630952381,0.0397916666666667,27,6266
2014-12-28,"2014 W52",4331,102,4433,14004,8457,848,-17.6693214285714,0.0686130952380953,35,7362
